ChemicalName,DiseaseName,output,dataset,chemicalname
Mesna,"Carcinoma, Hepatocellular",1.5261890888214111,test,mesna
Oxygen,Pheochromocytoma,1.5256977081298828,test,oxygen
Phenoxybenzamine,Thyroid Neoplasms,1.525688648223877,test,phenoxybenzamine
Thiothixene,"Carcinoma, Non-Small-Cell Lung",1.5256301164627075,test,thiothixene
Pentylenetetrazole,Colonic Neoplasms,1.525584697723389,test,pentylenetetrazole
Triamcinolone Acetonide,Pancreatic Neoplasms,1.5255742073059082,test,triamcinolone acetonide
salvinorin A,Lung Neoplasms,1.5254230499267578,test,salvinorin a
alachlor,"Carcinoma, Non-Small-Cell Lung",1.5252512693405151,test,alachlor
Cadmium,"Carcinoma, Pancreatic Ductal",1.52524995803833,test,cadmium
Carbenicillin,Sarcoma,1.5251563787460327,test,carbenicillin
Copper,Ovarian Neoplasms,1.5251424312591553,test,copper
Mercuric Chloride,Breast Neoplasms,1.5250563621520996,test,mercuric chloride
Methysergide,"Sarcoma, Experimental",1.5250532627105713,test,methysergide
Diazoxide,Breast Neoplasms,1.524831771850586,test,diazoxide
azelastine,Breast Neoplasms,1.5247682332992554,test,azelastine
isopimaric acid,Breast Neoplasms,1.524761438369751,train,isopimaric acid
Busulfan,Cholangiocarcinoma,1.5247247219085691,test,busulfan
Mustard Gas,Testicular Neoplasms,1.52469003200531,test,mustard gas
Ranitidine,"Carcinoma, Lewis Lung",1.524601936340332,test,ranitidine
Baclofen,Testicular Neoplasms,1.5240788459777832,test,baclofen
Amifostine,Paraganglioma,1.5240628719329834,test,amifostine
15(S)-15-methylprostaglandin E1,"Carcinoma, Hepatocellular",1.5239874124526978,test,15(s)-15-methylprostaglandin e1
Mesalamine,Pancreatic Neoplasms,1.5238542556762695,test,mesalamine
Physostigmine,"Carcinoma, Hepatocellular",1.5237058401107788,test,physostigmine
Methadyl Acetate,Urinary Bladder Neoplasms,1.5236669778823853,test,methadyl acetate
Sodium Glutamate,Small Cell Lung Carcinoma,1.5233765840530396,test,sodium glutamate
phenanthrene,Lung Neoplasms,1.5232722759246826,test,phenanthrene
Clodronic Acid,Colonic Neoplasms,1.5231302976608276,test,clodronic acid
Cocaine,Adrenocortical Carcinoma,1.5230333805084229,test,cocaine
Baclofen,Sarcoma,1.52299165725708,test,baclofen
Sulfur Dioxide,Adrenocortical Adenoma,1.522857427597046,test,sulfur dioxide
Trinitrotoluene,Colonic Neoplasms,1.522721767425537,test,trinitrotoluene
Bleomycin,"Sarcoma, Experimental",1.5227000713348389,test,bleomycin
CD 437,Ovarian Neoplasms,1.5226882696151731,train,cd 437
titanium dioxide,"Carcinoma, Hepatocellular",1.5225510597229004,test,titanium dioxide
BEP protocol,Melanoma,1.5225250720977783,test,bep protocol
Cannabinoids,Small Cell Lung Carcinoma,1.5224621295928955,test,cannabinoids
titanium dioxide,Inflammatory Breast Neoplasms,1.5223720073699951,test,titanium dioxide
Mephenytoin,Melanoma,1.5221073627471924,test,mephenytoin
Cinnarizine,Urinary Bladder Neoplasms,1.5221023559570312,test,cinnarizine
Tetrachlorodibenzodioxin,"Thyroid Carcinoma, Anaplastic",1.5219889879226685,test,tetrachlorodibenzodioxin
Lithium,"Thyroid Carcinoma, Anaplastic",1.5218816995620728,test,lithium
Caffeine,Adenocarcinoma of Lung,1.5218404531478882,test,caffeine
Acyclovir,Sarcoma,1.521803855895996,test,acyclovir
gadodiamide,Colonic Neoplasms,1.5216649770736694,test,gadodiamide
pterostilbene,Ovarian Neoplasms,1.5215122699737549,test,pterostilbene
aranoza,Head and Neck Neoplasms,1.5214651823043823,train,aranoza
Tetrachlorodibenzodioxin,Esophageal Squamous Cell Carcinoma,1.5213639736175537,test,tetrachlorodibenzodioxin
benzylpenicillenic acid,Breast Neoplasms,1.5212236642837524,test,benzylpenicillenic acid
Zolpidem,Colonic Neoplasms,1.5211966037750244,test,zolpidem
Oxygen,"Carcinoma, Ductal, Breast",1.5211334228515625,test,oxygen
anethole,Lung Neoplasms,1.5211125612258911,test,anethole
Cadmium Chloride,"Sarcoma, Ewing",1.5210795402526855,test,cadmium chloride
gedunin,Breast Neoplasms,1.5210392475128174,test,gedunin
Hydrochlorothiazide,Sarcoma,1.5209674835205078,test,hydrochlorothiazide
lead acetate,Colonic Neoplasms,1.5209338665008545,test,lead acetate
Nitrogen Dioxide,Inflammatory Breast Neoplasms,1.5208933353424072,test,nitrogen dioxide
Carbenicillin,Melanoma,1.5205247402191162,test,carbenicillin
Deoxyglucose,Stomach Neoplasms,1.5204994678497314,test,deoxyglucose
Leuprolide,"Carcinoma, Lewis Lung",1.5204353332519531,test,leuprolide
4-(N-nitroso-N-methylamino)butyric acid,Urinary Bladder Neoplasms,1.5203453302383425,train,4-(n-nitroso-n-methylamino)butyric acid
Aminolevulinic Acid,Triple Negative Breast Neoplasms,1.5200363397598269,test,aminolevulinic acid
Ethinyl Estradiol,Adenocarcinoma of Lung,1.5199748277664185,test,ethinyl estradiol
Fludrocortisone,Ovarian Neoplasms,1.5199227333068848,test,fludrocortisone
Lithium,"Thyroid Cancer, Papillary",1.5195175409317017,test,lithium
7-aminocephalosporanic acid,Melanoma,1.5194766521453855,test,7-aminocephalosporanic acid
Carnitine,Glioblastoma,1.519395112991333,test,carnitine
Orlistat,Glioblastoma,1.5190935134887695,test,orlistat
Nitrites,"Thyroid Carcinoma, Anaplastic",1.5190908908843994,train,nitrites
Netilmicin,Glioblastoma,1.5190823078155518,test,netilmicin
"carbidopa, levodopa drug combination",Urinary Bladder Neoplasms,1.5189886093139648,test,"carbidopa, levodopa drug combination"
Acrolein,Ovarian Neoplasms,1.5188841819763184,test,acrolein
Nitric Oxide,Glioblastoma,1.5188617706298828,test,nitric oxide
maxacalcitol,Lung Neoplasms,1.5185072422027588,test,maxacalcitol
Stoddard solvent,Thyroid Neoplasms,1.5182991027832031,test,stoddard solvent
Paramethasone,Lung Neoplasms,1.5182483196258545,test,paramethasone
Nitric Oxide,"Carcinoma, Ovarian Epithelial",1.518022894859314,test,nitric oxide
Oxygen,"Sarcoma, Clear Cell",1.5179815292358398,test,oxygen
hesperetin,Breast Neoplasms,1.5179378986358645,train,hesperetin
candesartan,"Sarcoma, Experimental",1.5179288387298584,test,candesartan
Thalidomide,Paraganglioma,1.5177949666976929,test,thalidomide
Mercuric Chloride,"Thyroid Carcinoma, Anaplastic",1.517690896987915,test,mercuric chloride
Thalidomide,Cholangiocarcinoma,1.517533302307129,train,thalidomide
Amlodipine,Thyroid Neoplasms,1.5174813270568848,test,amlodipine
Mycophenolic Acid,Adenocarcinoma of Lung,1.5174148082733154,test,mycophenolic acid
Norethindrone Acetate,Lung Neoplasms,1.5172395706176758,test,norethindrone acetate
Mercuric Chloride,Ovarian Neoplasms,1.5171129703521729,test,mercuric chloride
Diquat,Thyroid Neoplasms,1.5170965194702148,test,diquat
Acetaminophen,Mesothelioma,1.5170676708221436,test,acetaminophen
acetylspiramycin,Lung Neoplasms,1.5170243978500366,test,acetylspiramycin
raltitrexed,"Carcinoma, Non-Small-Cell Lung",1.516887068748474,test,raltitrexed
pilsicainide,Breast Neoplasms,1.5168280601501465,train,pilsicainide
3-nitroso-2-oxazolidone,Urinary Bladder Neoplasms,1.5167951583862305,test,3-nitroso-2-oxazolidone
pyrazon,Lung Neoplasms,1.5167760848999023,test,pyrazon
Venlafaxine Hydrochloride,"Sarcoma, Experimental",1.516617774963379,test,venlafaxine hydrochloride
Gestodene,Ovarian Neoplasms,1.5165736675262451,test,gestodene
Acetyldigoxins,"Carcinoma, Hepatocellular",1.516473412513733,test,acetyldigoxins
triethyl phosphine gold,Lung Neoplasms,1.5164624452590942,test,triethyl phosphine gold
16-hydroxyestrone,Melanoma,1.516406774520874,test,16-hydroxyestrone
SQ 29548,Colonic Neoplasms,1.516364812850952,test,sq 29548
Ceftizoxime,Urinary Bladder Neoplasms,1.5161620378494265,test,ceftizoxime
Netilmicin,Uterine Cervical Neoplasms,1.5161409378051758,test,netilmicin
N-nitrosobutylurea,Breast Neoplasms,1.5158843994140625,test,n-nitrosobutylurea
Nitric Oxide,Small Cell Lung Carcinoma,1.5158313512802124,test,nitric oxide
amitraz,Ovarian Neoplasms,1.5158276557922363,test,amitraz
DDT,"Carcinoma, Ovarian Epithelial",1.515770435333252,test,ddt
Nortriptyline,Esophageal Neoplasms,1.5154376029968262,test,nortriptyline
Oxycodone,Urinary Bladder Neoplasms,1.5153729915618896,test,oxycodone
Alprostadil,Sarcoma,1.5153231620788574,test,alprostadil
Halothane,"Breast Neoplasms, Male",1.5146632194519043,test,halothane
Femovan,Breast Neoplasms,1.5146232843399048,test,femovan
Ketotifen,Pancreatic Neoplasms,1.5146008729934692,test,ketotifen
Ticlopidine,Testicular Neoplasms,1.5145549774169922,test,ticlopidine
Cadmium,Melanoma,1.5145403146743774,test,cadmium
Nitrogen Dioxide,Head and Neck Neoplasms,1.5144823789596558,test,nitrogen dioxide
Nitric Oxide,"Carcinoma, Lobular",1.5144329071044922,test,nitric oxide
Ribostamycin,Lung Neoplasms,1.5144054889678955,test,ribostamycin
"4-iodo-2,5-dimethoxyphenylisopropylamine",Pancreatic Neoplasms,1.5142621994018557,test,"4-iodo-2,5-dimethoxyphenylisopropylamine"
Crack Cocaine,Small Cell Lung Carcinoma,1.514237403869629,test,crack cocaine
Mirex,Colonic Neoplasms,1.5142080783843994,test,mirex
Nitrogen Dioxide,Squamous Cell Carcinoma of Head and Neck,1.5141440629959106,test,nitrogen dioxide
Eugenol,Colonic Neoplasms,1.5141150951385498,test,eugenol
Pseudoephedrine,Melanoma,1.5138987302780151,test,pseudoephedrine
Chloramphenicol,Uterine Cervical Neoplasms,1.5138005018234253,test,chloramphenicol
oxibendazole,"Carcinoma, Hepatocellular",1.5135703086853027,test,oxibendazole
Ritonavir,Pancreatic Neoplasms,1.5133898258209229,test,ritonavir
7-aminocephalosporanic acid,Colonic Neoplasms,1.513132095336914,test,7-aminocephalosporanic acid
Midazolam,"Sarcoma, Experimental",1.5128248929977417,test,midazolam
Nitric Oxide,Head and Neck Neoplasms,1.512778878211975,test,nitric oxide
Fluorouracil,Small Cell Lung Carcinoma,1.5127339363098145,test,fluorouracil
etoposide phosphate,Melanoma,1.5125656127929688,test,etoposide phosphate
Nandrolone,Melanoma,1.512461543083191,test,nandrolone
endosulfan sulfate,"Carcinoma, Hepatocellular",1.5123339891433716,test,endosulfan sulfate
Nitric Oxide,Melanoma,1.5121564865112305,test,nitric oxide
picolinic acid,Ovarian Neoplasms,1.512149691581726,test,picolinic acid
1-bromopropane,Breast Neoplasms,1.512125015258789,test,1-bromopropane
Hydroxychloroquine,Uterine Cervical Neoplasms,1.5119866132736206,test,hydroxychloroquine
azadiradione,Colonic Neoplasms,1.5119669437408447,test,azadiradione
Nitrogen Dioxide,Urinary Bladder Neoplasms,1.5119551420211792,test,nitrogen dioxide
Oxygen,Sarcoma,1.5116777420043943,test,oxygen
Nitrogen Dioxide,Glioblastoma,1.5115559101104736,test,nitrogen dioxide
Amphotericin B,"Sarcoma, Experimental",1.51155424118042,test,amphotericin b
Carboplatin,Squamous Cell Carcinoma of Head and Neck,1.5114750862121582,train,carboplatin
fenvalerate,Breast Neoplasms,1.511446237564087,test,fenvalerate
etravirine,Breast Neoplasms,1.5114123821258545,test,etravirine
Cadmium,Colonic Neoplasms,1.5113967657089231,test,cadmium
"2,3-bis(4-hydroxyphenyl)-propionitrile",Breast Neoplasms,1.5113834142684937,test,"2,3-bis(4-hydroxyphenyl)-propionitrile"
Propranolol,Colonic Neoplasms,1.5112205743789673,test,propranolol
Promethazine,Colonic Neoplasms,1.511152267456055,test,promethazine
Lithium,"Sarcoma, Kaposi",1.5111362934112549,test,lithium
Nifedipine,Adenocarcinoma of Lung,1.510845422744751,test,nifedipine
Atazanavir Sulfate,Urinary Bladder Neoplasms,1.5108160972595217,test,atazanavir sulfate
Citalopram,Ovarian Neoplasms,1.5106600522994995,test,citalopram
Cadmium,Glioblastoma,1.5106250047683716,test,cadmium
Homovanillic Acid,Breast Neoplasms,1.5105613470077517,test,homovanillic acid
Cidofovir,Melanoma,1.510482907295227,test,cidofovir
Ofloxacin,Uterine Cervical Neoplasms,1.5102955102920532,test,ofloxacin
Valproic Acid,Triple Negative Breast Neoplasms,1.51028573513031,test,valproic acid
Pregabalin,Pancreatic Neoplasms,1.5102030038833618,test,pregabalin
Rosiglitazone,Pheochromocytoma,1.5101332664489746,test,rosiglitazone
acylcarnitine,Lung Neoplasms,1.5101072788238523,test,acylcarnitine
Morphine,Esophageal Squamous Cell Carcinoma,1.509850025177002,test,morphine
Stigmasterol,Lung Neoplasms,1.5097987651824951,test,stigmasterol
Clomiphene,Stomach Neoplasms,1.5096940994262695,test,clomiphene
salvianolic acid B,Thyroid Neoplasms,1.5095207691192627,test,salvianolic acid b
Nitric Oxide,Urinary Bladder Neoplasms,1.5094048976898191,test,nitric oxide
Methylprednisolone,Testicular Neoplasms,1.5093951225280762,train,methylprednisolone
Nicardipine,Thyroid Neoplasms,1.5093618631362915,test,nicardipine
voglibose,Melanoma,1.509202003479004,test,voglibose
Danazol,Sarcoma,1.509089112281799,test,danazol
angelicin,Breast Neoplasms,1.5090339183807373,test,angelicin
Norethindrone Acetate,"Carcinoma, Non-Small-Cell Lung",1.508940577507019,test,norethindrone acetate
Copper,Pancreatic Neoplasms,1.5089058876037598,test,copper
retinol palmitate,Pancreatic Neoplasms,1.508841633796692,test,retinol palmitate
Cadmium,Small Cell Lung Carcinoma,1.5087437629699707,test,cadmium
"2,4,5,2',4',5'-hexachlorobiphenyl",Urinary Bladder Neoplasms,1.508669137954712,test,"2,4,5,2',4',5'-hexachlorobiphenyl"
WR 242511,"Carcinoma, Hepatocellular",1.5084987878799438,test,wr 242511
Quercetin,Triple Negative Breast Neoplasms,1.5083255767822266,test,quercetin
Ribavirin,"Sarcoma, Experimental",1.5082521438598633,test,ribavirin
fotemustine,"Carcinoma, Hepatocellular",1.5079983472824097,test,fotemustine
olsalazine,Melanoma,1.507854700088501,test,olsalazine
Mycophenolic Acid,Esophageal Neoplasms,1.507796049118042,test,mycophenolic acid
Cadmium,Cholangiocarcinoma,1.5077199935913086,test,cadmium
Isocarboxazid,Lung Neoplasms,1.507691502571106,test,isocarboxazid
Troglitazone,Pancreatic Neoplasms,1.50768780708313,val,troglitazone
2-methoxyestrone,Breast Neoplasms,1.5076642036437988,test,2-methoxyestrone
Cytosine,Breast Neoplasms,1.507652997970581,test,cytosine
Lobeline,Urinary Bladder Neoplasms,1.5076501369476318,test,lobeline
CI 924,"Carcinoma, Hepatocellular",1.5075914859771729,train,ci 924
Pyruvaldehyde,Lung Neoplasms,1.5075218677520752,test,pyruvaldehyde
7-hydroxymethotrexate,Urinary Bladder Neoplasms,1.5074950456619265,test,7-hydroxymethotrexate
Thalidomide,"Carcinoma, Lewis Lung",1.5074821710586548,test,thalidomide
Nitrogen Dioxide,Triple Negative Breast Neoplasms,1.5072903633117676,test,nitrogen dioxide
Oxygen,Paraganglioma,1.5072383880615234,test,oxygen
Vinyl Chloride,Sarcoma 180,1.5072088241577148,test,vinyl chloride
Cadmium,Thymoma,1.5070958137512207,test,cadmium
iomeprol,Colonic Neoplasms,1.5069541931152344,test,iomeprol
Aminocaproic Acid,Triple Negative Breast Neoplasms,1.5066239833831787,test,aminocaproic acid
Zinc,"Sarcoma, Clear Cell",1.5064678192138672,test,zinc
Cadmium,"Breast Neoplasms, Male",1.5063529014587402,test,cadmium
tiazofurin,Ovarian Neoplasms,1.5063390731811523,test,tiazofurin
Cadmium,Paraganglioma,1.5062646865844729,test,cadmium
Simvastatin,"Sarcoma, Experimental",1.5061129331588743,train,simvastatin
Ovalbumin,Sarcoma,1.5060954093933103,test,ovalbumin
Amoxicillin-Potassium Clavulanate Combination,Thyroid Neoplasms,1.506018877029419,test,amoxicillin-potassium clavulanate combination
Captan,Breast Neoplasms,1.5059531927108765,test,captan
Diazepam,"Carcinoma, Hepatocellular",1.505920171737671,test,diazepam
Cadmium,Inflammatory Breast Neoplasms,1.5058902502059937,test,cadmium
Mercuric Chloride,Thymoma,1.505683183670044,test,mercuric chloride
3-nitropropionic acid,Glioblastoma,1.5055547952651978,test,3-nitropropionic acid
Ovalbumin,Pancreatic Neoplasms,1.5054388046264648,test,ovalbumin
"bacitracin zinc, neomycin sulfate, polymyxin B, drug combination",Melanoma,1.5054223537445068,test,"bacitracin zinc, neomycin sulfate, polymyxin b, drug combination"
Ashwagandha,Lung Neoplasms,1.5052897930145264,test,ashwagandha
Dipyridamole,Triple Negative Breast Neoplasms,1.5048060417175293,test,dipyridamole
candesartan,Ovarian Neoplasms,1.5046933889389038,test,candesartan
rosmarinic acid,Melanoma,1.5045983791351318,test,rosmarinic acid
Quercetin,Testicular Neoplasms,1.504354476928711,test,quercetin
Quinolinic Acid,"Carcinoma, Non-Small-Cell Lung",1.5041300058364868,test,quinolinic acid
"3-amino-1-methyl-5H-pyrido(4,3-b)indole",Stomach Neoplasms,1.504025936126709,test,"3-amino-1-methyl-5h-pyrido(4,3-b)indole"
Mirtazapine,Colonic Neoplasms,1.504011631011963,test,mirtazapine
Mercuric Chloride,Mesothelioma,1.5038814544677734,test,mercuric chloride
tetrandrine,Lung Neoplasms,1.5037778615951538,test,tetrandrine
Carmustine,"Sarcoma, Experimental",1.5035659074783323,train,carmustine
citreoviridin,Lung Neoplasms,1.5035550594329834,test,citreoviridin
Stigmasterol,"Carcinoma, Hepatocellular",1.5035276412963867,test,stigmasterol
Mercuric Chloride,Inflammatory Breast Neoplasms,1.5035072565078735,test,mercuric chloride
Lapatinib,"Carcinoma, Hepatocellular",1.503398060798645,test,lapatinib
monuron,Melanoma,1.503357172012329,test,monuron
Cadmium,Testicular Neoplasms,1.503340721130371,test,cadmium
Arsenic,Pancreatic Neoplasms,1.5032567977905271,test,arsenic
Topiramate,Small Cell Lung Carcinoma,1.5029230117797852,test,topiramate
Cadmium,Uterine Cervical Neoplasms,1.5027697086334229,test,cadmium
Copper,Lung Neoplasms,1.5027058124542236,test,copper
Linoleic Acid,Pancreatic Neoplasms,1.5027042627334597,test,linoleic acid
Mercuric Chloride,Esophageal Squamous Cell Carcinoma,1.5026910305023191,train,mercuric chloride
Zinc,Histiocytic Sarcoma,1.502666473388672,test,zinc
caracemide,Breast Neoplasms,1.5026092529296875,test,caracemide
Paclitaxel,Squamous Cell Carcinoma of Head and Neck,1.5025622844696045,train,paclitaxel
Anastrozole,Lung Neoplasms,1.502557396888733,test,anastrozole
Ibuprofen,Cholangiocarcinoma,1.5024884939193726,test,ibuprofen
Medetomidine,Melanoma,1.50239896774292,test,medetomidine
Furosemide,Cholangiocarcinoma,1.502241611480713,test,furosemide
hexachlorobutadiene,Colonic Neoplasms,1.5021748542785645,test,hexachlorobutadiene
Vincristine,Esophageal Squamous Cell Carcinoma,1.5021240711212158,test,vincristine
Acetylcarnitine,"Carcinoma, Non-Small-Cell Lung",1.5020174980163574,test,acetylcarnitine
Indinavir,Colonic Neoplasms,1.5018706321716309,test,indinavir
Cadmium,"Sarcoma, Synovial",1.5018348693847656,test,cadmium
Flutamide,Stomach Neoplasms,1.501664638519287,test,flutamide
Glutathione,"Carcinoma, Non-Small-Cell Lung",1.501430869102478,test,glutathione
Trabectedin,Sarcoma,1.5013198852539062,train,trabectedin
Nicotine,Mesothelioma,1.501192927360535,test,nicotine
Sulfur Dioxide,Uterine Cervical Neoplasms,1.501042366027832,train,sulfur dioxide
Melphalan,Triple Negative Breast Neoplasms,1.5010005235671997,test,melphalan
CAV protocol,Colonic Neoplasms,1.500985026359558,test,cav protocol
paramethadione,"Carcinoma, Hepatocellular",1.500924587249756,test,paramethadione
Cholesterol,Urinary Bladder Neoplasms,1.5009099245071411,test,cholesterol
Cadmium,"Sarcoma, Experimental",1.500810146331787,test,cadmium
Cyclophosphamide,"Carcinoma, Ductal, Breast",1.5007734298706057,train,cyclophosphamide
Carboplatin,Glioblastoma,1.5006334781646729,train,carboplatin
"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol","Carcinoma, Hepatocellular",1.5006072521209717,test,"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol"
Amantadine,"Sarcoma, Myeloid",1.500556707382202,test,amantadine
"3,5-diethoxycarbonyl-1,4-dihydrocollidine",Colonic Neoplasms,1.5004653930664062,test,"3,5-diethoxycarbonyl-1,4-dihydrocollidine"
Ritanserin,Breast Neoplasms,1.500443458557129,test,ritanserin
Mercuric Chloride,Colonic Neoplasms,1.5003072023391724,test,mercuric chloride
Picloram,Breast Neoplasms,1.500165581703186,test,picloram
Dinoprost,Stomach Neoplasms,1.4999754428863523,test,dinoprost
Diethylcarbamazine,"Carcinoma, Hepatocellular",1.4997740983963013,test,diethylcarbamazine
lac dye,Lung Neoplasms,1.4996390342712402,test,lac dye
PCB 180,Stomach Neoplasms,1.499619960784912,test,pcb 180
4-hydroxy-2-nonenal,Colonic Neoplasms,1.4993538856506348,train,4-hydroxy-2-nonenal
Cadmium,Sarcoma,1.4992480278015137,test,cadmium
Cimetidine,"Sarcoma, Ewing",1.499195218086243,test,cimetidine
TAC 101,Urinary Bladder Neoplasms,1.4989731311798096,test,tac 101
Acrolein,Esophageal Squamous Cell Carcinoma,1.4989392757415771,test,acrolein
Oxymorphone,"Carcinoma, Non-Small-Cell Lung",1.4987378120422363,test,oxymorphone
Nitric Oxide,"Carcinoma, Lewis Lung",1.4987049102783203,test,nitric oxide
2-nitrotoluene,Sarcoma,1.4985792636871338,test,2-nitrotoluene
"2-dimethylamino-4,5,6,7-tetrabromo-1H-benzimidazole",Lung Neoplasms,1.4984081983566284,test,"2-dimethylamino-4,5,6,7-tetrabromo-1h-benzimidazole"
Thiotepa,"Carcinoma, Lewis Lung",1.4982876777648926,test,thiotepa
Cadmium,Squamous Cell Carcinoma of Head and Neck,1.4981207847595217,test,cadmium
eurystatin B,Breast Neoplasms,1.4979647397994995,test,eurystatin b
Amrinone,Lung Neoplasms,1.497411608695984,test,amrinone
beta-Glucans,Breast Neoplasms,1.4972833395004272,test,beta-glucans
"2,5-dichlorophenol",Lung Neoplasms,1.4972190856933594,test,"2,5-dichlorophenol"
1-Naphthylisothiocyanate,Stomach Neoplasms,1.4971692562103271,test,1-naphthylisothiocyanate
Carbamazepine,"Sarcoma, Kaposi",1.4970204830169678,test,carbamazepine
Mercuric Chloride,"Breast Neoplasms, Male",1.4969713687896729,train,mercuric chloride
Nitric Oxide,"Sarcoma, Experimental",1.496838092803955,test,nitric oxide
Cadmium,Adrenocortical Carcinoma,1.4967992305755615,test,cadmium
cypermethrin,"Carcinoma, Non-Small-Cell Lung",1.4966623783111572,test,cypermethrin
titanium dioxide,Esophageal Squamous Cell Carcinoma,1.496564269065857,test,titanium dioxide
Cadmium,"Carcinoma, Ovarian Epithelial",1.4964377880096436,test,cadmium
cinnabarinic acid,"Carcinoma, Hepatocellular",1.4958081245422363,test,cinnabarinic acid
Acetylmuramyl-Alanyl-Isoglutamine,Lung Neoplasms,1.4958001375198364,test,acetylmuramyl-alanyl-isoglutamine
Nitric Oxide,Thyroid Neoplasms,1.4957915544509888,test,nitric oxide
Raloxifene Hydrochloride,Pancreatic Neoplasms,1.4956635236740112,test,raloxifene hydrochloride
Nitric Oxide,Testicular Neoplasms,1.4954488277435305,test,nitric oxide
Folic Acid,Head and Neck Neoplasms,1.4952430725097656,test,folic acid
Copper,Breast Neoplasms,1.4951409101486206,train,copper
3-chloro-2-methylprop-1-ene,Colonic Neoplasms,1.4950132369995115,test,3-chloro-2-methylprop-1-ene
Lithium,Histiocytic Sarcoma,1.4948830604553225,test,lithium
acetamiprid,Lung Neoplasms,1.4948500394821167,train,acetamiprid
Nitrogen Dioxide,"Sarcoma, Experimental",1.4947841167449951,test,nitrogen dioxide
Mibefradil,Breast Neoplasms,1.494778394699097,train,mibefradil
Nitric Oxide,Paraganglioma,1.4947195053100586,test,nitric oxide
methylparaben,Breast Neoplasms,1.4946701526641846,test,methylparaben
salicylaldehyde isonicotinoyl hydrazone,Breast Neoplasms,1.494655728340149,train,salicylaldehyde isonicotinoyl hydrazone
AMG 009,Breast Neoplasms,1.494290471076965,test,amg 009
27-hydroxycholesterol,Lung Neoplasms,1.494234561920166,test,27-hydroxycholesterol
Cadmium,"Sarcoma, Myeloid",1.494127869606018,test,cadmium
Nitric Oxide,Histiocytic Sarcoma,1.4941142797470093,test,nitric oxide
Mercuric Chloride,"Carcinoma, Pancreatic Ductal",1.4939558506011963,test,mercuric chloride
Bendroflumethiazide,Stomach Neoplasms,1.4938685894012451,test,bendroflumethiazide
Arsenic,Triple Negative Breast Neoplasms,1.493865728378296,test,arsenic
Promethazine,Uterine Cervical Neoplasms,1.4937667846679688,val,promethazine
"2,4-Dichlorophenoxyacetic Acid",Breast Neoplasms,1.4936753511428833,test,"2,4-dichlorophenoxyacetic acid"
Nitric Oxide,Thymoma,1.4935963153839111,val,nitric oxide
"3,4,5,3',4'-pentachlorobiphenyl",Melanoma,1.4935089349746704,test,"3,4,5,3',4'-pentachlorobiphenyl"
Methotrexate,Adrenocortical Carcinoma,1.493422269821167,test,methotrexate
propylene oxide,Breast Neoplasms,1.493421196937561,test,propylene oxide
Desipramine,"Carcinoma, Lewis Lung",1.493147850036621,test,desipramine
"N-Methyl-3,4-methylenedioxyamphetamine",Testicular Neoplasms,1.493126630783081,test,"n-methyl-3,4-methylenedioxyamphetamine"
Stavudine,Ovarian Neoplasms,1.4931244850158691,test,stavudine
titanium dioxide,Stomach Neoplasms,1.4931080341339111,test,titanium dioxide
"2,4,5,2',4',5'-hexachlorobiphenyl",Breast Neoplasms,1.4929413795471191,train,"2,4,5,2',4',5'-hexachlorobiphenyl"
Azacitidine,Glioblastoma,1.4929261207580566,test,azacitidine
hexachlorobutadiene,Urinary Bladder Neoplasms,1.492845058441162,test,hexachlorobutadiene
pholidotin,Urinary Bladder Neoplasms,1.492831110954285,test,pholidotin
Resveratrol,"Thyroid Carcinoma, Anaplastic",1.4928183555603027,test,resveratrol
diquafosol,Lung Neoplasms,1.4927178621292114,test,diquafosol
Nitrogen Dioxide,Histiocytic Sarcoma,1.4925124645233154,test,nitrogen dioxide
galidesivir,"Carcinoma, Non-Small-Cell Lung",1.4924880266189575,test,galidesivir
repinotan hydrochloride,Breast Neoplasms,1.4924581050872805,test,repinotan hydrochloride
trimellitic anhydride,Lung Neoplasms,1.492439866065979,test,trimellitic anhydride
Nitrogen Dioxide,Testicular Neoplasms,1.4924030303955078,test,nitrogen dioxide
Simvastatin,Adenocarcinoma of Lung,1.4922749996185305,test,simvastatin
Arsenic,Lung Neoplasms,1.4922099113464355,train,arsenic
Glucose,"Carcinoma, Hepatocellular",1.4919726848602295,test,glucose
Melphalan,Stomach Neoplasms,1.4919449090957642,test,melphalan
Perindopril,Sarcoma,1.4918267726898191,test,perindopril
Cephalothin,"Carcinoma, Hepatocellular",1.4917412996292114,test,cephalothin
Cholic Acid,Colonic Neoplasms,1.4917302131652832,train,cholic acid
Prednisolone,Cholangiocarcinoma,1.491585373878479,train,prednisolone
Nitrous Oxide,Sarcoma,1.4915783405303955,test,nitrous oxide
Tetrachlorodibenzodioxin,"Carcinoma, Ductal, Breast",1.49153733253479,test,tetrachlorodibenzodioxin
leucomalachite green,Lung Neoplasms,1.4912147521972656,train,leucomalachite green
Fluconazole,Pancreatic Neoplasms,1.4911061525344849,test,fluconazole
Modafinil,Thyroid Neoplasms,1.4910999536514282,test,modafinil
Fosinopril,Colonic Neoplasms,1.4910874366760254,test,fosinopril
temsirolimus,"Carcinoma, Hepatocellular",1.4909747838974,test,temsirolimus
