ChemicalName,DiseaseName,output,dataset,chemicalname
Clodronic Acid,Stomach Neoplasms,1.1038343906402588,test,clodronic acid
alpha-methyl-4-carboxyphenylglycine,Melanoma,1.103681206703186,test,alpha-methyl-4-carboxyphenylglycine
"bombesin (6-14), Tpi(6)-Leu(13)-psi(CH2NH)-Leu(14)-",Lung Neoplasms,1.103665113449097,test,"bombesin (6-14), tpi(6)-leu(13)-psi(ch2nh)-leu(14)-"
Phenformin,Esophageal Neoplasms,1.1036535501480105,test,phenformin
"methyl 6,7-dimethoxy-4-ethyl-beta-carboline-3-carboxylate",Lung Neoplasms,1.103535771369934,test,"methyl 6,7-dimethoxy-4-ethyl-beta-carboline-3-carboxylate"
glycidol,Colonic Neoplasms,1.1033520698547363,test,glycidol
Vortioxetine,Colonic Neoplasms,1.1033300161361694,val,vortioxetine
Prochlorperazine,Glioblastoma,1.1033008098602295,test,prochlorperazine
Quinine,Uterine Cervical Neoplasms,1.1032993793487549,test,quinine
Potassium,Testicular Neoplasms,1.1032930612564087,val,potassium
Propafenone,Esophageal Neoplasms,1.1030360460281372,test,propafenone
Haloperidol,Squamous Cell Carcinoma of Head and Neck,1.1028931140899658,test,haloperidol
Trifluoperazine,Testicular Neoplasms,1.102851629257202,test,trifluoperazine
Desflurane,Lung Neoplasms,1.1025744676589966,test,desflurane
Tetrachlorodibenzodioxin,"Carcinoma, Ovarian Epithelial",1.102560043334961,test,tetrachlorodibenzodioxin
tetrathiomolybdate,Mesothelioma,1.102502942085266,train,tetrathiomolybdate
climacostol,Lung Neoplasms,1.102399230003357,test,climacostol
Creatinine,Lung Neoplasms,1.102388620376587,test,creatinine
chromium hexavalent ion,Esophageal Neoplasms,1.102324604988098,test,chromium hexavalent ion
Tocotrienols,Melanoma,1.1021517515182495,test,tocotrienols
Bacitracin,Glioblastoma,1.1021201610565186,test,bacitracin
chromium hexavalent ion,Cholangiocarcinoma,1.102000117301941,test,chromium hexavalent ion
Methylene Chloride,"Carcinoma, Hepatocellular",1.101859211921692,test,methylene chloride
butachlor,Stomach Neoplasms,1.1015340089797974,test,butachlor
Desoxycorticosterone,Glioblastoma,1.1012097597122192,test,desoxycorticosterone
3-phenoxybenzoic acid,Lung Neoplasms,1.100833296775818,test,3-phenoxybenzoic acid
1-nitropyrene,Stomach Neoplasms,1.1007235050201416,test,1-nitropyrene
Indomethacin,Pheochromocytoma,1.100702881813049,test,indomethacin
lenvatinib,Urinary Bladder Neoplasms,1.1006330251693726,test,lenvatinib
Isoflurophate,Esophageal Neoplasms,1.1004074811935425,test,isoflurophate
Morphine,Squamous Cell Carcinoma of Head and Neck,1.100291132926941,test,morphine
fluoroacetic acid,Colonic Neoplasms,1.1002378463745115,test,fluoroacetic acid
Iodamide,Colonic Neoplasms,1.1001261472702026,test,iodamide
nickel monoxide,"Carcinoma, Hepatocellular",1.0999679565429688,test,nickel monoxide
Okadaic Acid,Urinary Bladder Neoplasms,1.0999174118041992,test,okadaic acid
ciprofibrate,Melanoma,1.0999120473861694,test,ciprofibrate
Topiramate,Cholangiocarcinoma,1.099908709526062,test,topiramate
Propranolol,Esophageal Squamous Cell Carcinoma,1.0998291969299316,train,propranolol
lanthanum chloride,Stomach Neoplasms,1.0996878147125244,test,lanthanum chloride
Pramipexole,Colonic Neoplasms,1.0993367433547974,test,pramipexole
Folic Acid,Paraganglioma,1.0992960929870603,test,folic acid
Gemcitabine,Esophageal Squamous Cell Carcinoma,1.0989625453948977,test,gemcitabine
Methylmalonic Acid,Colonic Neoplasms,1.0987985134124756,test,methylmalonic acid
procyanidin B2,"Carcinoma, Hepatocellular",1.0987166166305542,test,procyanidin b2
Cyproterone Acetate,Adenocarcinoma of Lung,1.0987130403518677,test,cyproterone acetate
4-Aminopyridine,Melanoma,1.0986027717590332,test,4-aminopyridine
calcium heparin,Stomach Neoplasms,1.098589539527893,test,calcium heparin
Iodamide,Stomach Neoplasms,1.0985580682754517,test,iodamide
Warfarin,Adrenocortical Carcinoma,1.0984156131744385,test,warfarin
Dimethadione,"Carcinoma, Hepatocellular",1.0978158712387085,test,dimethadione
"6-(4-(3-(methylsulfonyl)benzylamino)-5-(trifluoromethyl)pyrimidin-2-ylamino)-3,4-dihydroquinolin-2(1H)-one",Lung Neoplasms,1.0977083444595337,test,"6-(4-(3-(methylsulfonyl)benzylamino)-5-(trifluoromethyl)pyrimidin-2-ylamino)-3,4-dihydroquinolin-2(1h)-one"
Oxcarbazepine,Esophageal Neoplasms,1.097576141357422,test,oxcarbazepine
Heptachlor,Lung Neoplasms,1.0975414514541626,test,heptachlor
Enbucrilate,Lung Neoplasms,1.097517490386963,test,enbucrilate
temocapril hydrochloride,Colonic Neoplasms,1.0974799394607544,test,temocapril hydrochloride
Levamisole,Adenocarcinoma of Lung,1.0973519086837769,test,levamisole
Thyroxine,Uterine Cervical Neoplasms,1.0973460674285889,train,thyroxine
Arsenicals,Colonic Neoplasms,1.097265124320984,test,arsenicals
sesamol,Lung Neoplasms,1.0970711708068848,test,sesamol
Maneb,Esophageal Neoplasms,1.097009301185608,test,maneb
Oracon,Lung Neoplasms,1.0969411134719849,test,oracon
N-nitrosoperhydroazepine,Lung Neoplasms,1.0968313217163086,val,n-nitrosoperhydroazepine
Clenbuterol,Urinary Bladder Neoplasms,1.0967670679092407,test,clenbuterol
4-methoxycinnamic acid,Melanoma,1.096669316291809,test,4-methoxycinnamic acid
cefpirome,Stomach Neoplasms,1.0964678525924685,test,cefpirome
"2,4-dinitrofluorobenzene sulfonic acid",Melanoma,1.0963575839996338,test,"2,4-dinitrofluorobenzene sulfonic acid"
di-n-propylphthalate,"Carcinoma, Hepatocellular",1.0961812734603882,test,di-n-propylphthalate
Sitagliptin Phosphate,Lung Neoplasms,1.096129059791565,test,sitagliptin phosphate
Citalopram,Adenocarcinoma of Lung,1.096078634262085,test,citalopram
Thiotepa,Testicular Neoplasms,1.0958764553070068,test,thiotepa
Antimycin A,Stomach Neoplasms,1.0958434343338013,test,antimycin a
Docetaxel,Cholangiocarcinoma,1.0958197116851809,test,docetaxel
Polidocanol,Colonic Neoplasms,1.0952883958816528,test,polidocanol
Ornidazole,Stomach Neoplasms,1.0949888229370115,test,ornidazole
Triazolam,Melanoma,1.0947585105895996,test,triazolam
crocin,Stomach Neoplasms,1.0942810773849487,test,crocin
Fulvestrant,Urinary Bladder Neoplasms,1.0941674709320068,test,fulvestrant
Copper Sulfate,Esophageal Neoplasms,1.0939513444900513,test,copper sulfate
Mercury,"Carcinoma, Ductal, Breast",1.0939403772354126,test,mercury
Misoprostol,Sarcoma,1.0939215421676636,test,misoprostol
tabun,Glioblastoma,1.0938265323638916,test,tabun
Amikacin,Mesothelioma,1.0937734842300415,test,amikacin
bisphenol A,Esophageal Squamous Cell Carcinoma,1.0937355756759644,test,bisphenol a
Vitamin D,Paraganglioma,1.0935808420181274,train,vitamin d
bisphenol F,Melanoma,1.0934631824493408,test,bisphenol f
Nitrous Oxide,"Carcinoma, Ductal, Breast",1.0933895111083984,test,nitrous oxide
Floxacillin,Stomach Neoplasms,1.0930546522140503,test,floxacillin
Triamterene,"Carcinoma, Hepatocellular",1.0930180549621582,test,triamterene
Raloxifene Hydrochloride,Testicular Neoplasms,1.0929666757583618,test,raloxifene hydrochloride
arsenite,Mesothelioma,1.0929447412490845,test,arsenite
Ibuprofen,Squamous Cell Carcinoma of Head and Neck,1.0928127765655518,test,ibuprofen
Benzene,Esophageal Squamous Cell Carcinoma,1.0926213264465332,test,benzene
"erucylphospho-N,N,N-trimethylpropylammonium",Lung Neoplasms,1.0925408601760864,test,"erucylphospho-n,n,n-trimethylpropylammonium"
Nicorandil,Colonic Neoplasms,1.0923810005187988,test,nicorandil
ramiprilat,Lung Neoplasms,1.0922423601150513,test,ramiprilat
Nitrous Oxide,"Thyroid Cancer, Papillary",1.0921909809112549,test,nitrous oxide
"1,2,5,6-dibenzanthracene",Sarcoma,1.0921343564987185,train,"1,2,5,6-dibenzanthracene"
chromium hexavalent ion,Uterine Cervical Neoplasms,1.0919991731643677,test,chromium hexavalent ion
Mercaptopurine,Glioblastoma,1.0917927026748655,test,mercaptopurine
Nicotine,Paraganglioma,1.0917754173278809,test,nicotine
Desogestrel,Adenocarcinoma of Lung,1.0917150974273682,test,desogestrel
Potassium,Stomach Neoplasms,1.091464638710022,test,potassium
Cysteine,Colonic Neoplasms,1.091139793395996,test,cysteine
isobutyl alcohol,"Carcinoma, Hepatocellular",1.0910378694534302,test,isobutyl alcohol
EPTC,Glioblastoma,1.0909626483917236,test,eptc
hypotaurine,Lung Neoplasms,1.0909078121185305,test,hypotaurine
Neomycin,Uterine Cervical Neoplasms,1.090842366218567,test,neomycin
titanium dioxide,"Thyroid Cancer, Papillary",1.0906624794006348,test,titanium dioxide
troclosene,Lung Neoplasms,1.0904510021209717,test,troclosene
Fenthion,Colonic Neoplasms,1.090241551399231,test,fenthion
Benzene,Sarcoma,1.090188980102539,test,benzene
Remifentanil,"Carcinoma, Hepatocellular",1.0899765491485596,test,remifentanil
trichloroacetaldehyde,"Carcinoma, Hepatocellular",1.089690327644348,test,trichloroacetaldehyde
Aluminum,Melanoma,1.0896397829055786,test,aluminum
Betamethasone,"Carcinoma, Ovarian Epithelial",1.0894581079483032,test,betamethasone
CD 3254,Lung Neoplasms,1.0891181230545044,test,cd 3254
Mecamylamine,Stomach Neoplasms,1.0888761281967163,test,mecamylamine
Doripenem,Lung Neoplasms,1.088858723640442,test,doripenem
Pentobarbital,Uterine Cervical Neoplasms,1.088836669921875,test,pentobarbital
Nandrolone Decanoate,Pheochromocytoma,1.088831663131714,test,nandrolone decanoate
Tetrodotoxin,Uterine Cervical Neoplasms,1.0887959003448486,test,tetrodotoxin
Pyrimethamine,Mesothelioma,1.0886499881744385,test,pyrimethamine
celivarone,Urinary Bladder Neoplasms,1.0884580612182615,test,celivarone
argatroban,Stomach Neoplasms,1.0883933305740356,test,argatroban
Haloperidol,Inflammatory Breast Neoplasms,1.088070034980774,test,haloperidol
Fenofibrate,Esophageal Neoplasms,1.0880392789840698,test,fenofibrate
Misoprostol,Uterine Cervical Neoplasms,1.0877214670181274,test,misoprostol
Coal,Colonic Neoplasms,1.08762526512146,test,coal
Dextropropoxyphene,Paraganglioma,1.0872900485992432,test,dextropropoxyphene
Cannabidiol,Uterine Cervical Neoplasms,1.0870637893676758,test,cannabidiol
Monocrotaline,Urinary Bladder Neoplasms,1.0869340896606443,test,monocrotaline
ABT-737,Colonic Neoplasms,1.0863946676254272,test,abt-737
CEP 33779,Lung Neoplasms,1.0862244367599487,test,cep 33779
Cefoperazone,Lung Neoplasms,1.0862150192260742,test,cefoperazone
Anabasine,Stomach Neoplasms,1.0860393047332764,test,anabasine
Phosgene,Stomach Neoplasms,1.085978627204895,test,phosgene
3-aminobenzamide,Stomach Neoplasms,1.0858482122421265,test,3-aminobenzamide
Penicillin G,"Carcinoma, Ovarian Epithelial",1.0854774713516235,test,penicillin g
chromium hexavalent ion,Paraganglioma,1.0852980613708496,test,chromium hexavalent ion
Xanthine,Stomach Neoplasms,1.0851476192474363,test,xanthine
Nalidixic Acid,Glioblastoma,1.0851027965545654,test,nalidixic acid
Nandrolone Decanoate,Cholangiocarcinoma,1.0849841833114624,test,nandrolone decanoate
flomoxef,Colonic Neoplasms,1.08482563495636,test,flomoxef
Rivastigmine,Urinary Bladder Neoplasms,1.084703803062439,test,rivastigmine
Aztreonam,"Carcinoma, Hepatocellular",1.084630250930786,test,aztreonam
Cyclohexane,"Carcinoma, Hepatocellular",1.0845645666122437,test,cyclohexane
bivalirudin,Urinary Bladder Neoplasms,1.0845035314559937,test,bivalirudin
Valganciclovir,Urinary Bladder Neoplasms,1.084343433380127,test,valganciclovir
Diethylcarbamazine,Sarcoma,1.0843181610107422,test,diethylcarbamazine
3-hexen-1-ol,Melanoma,1.084148645401001,test,3-hexen-1-ol
Phenylephrine,Melanoma,1.0839015245437622,train,phenylephrine
Paraquat,Glioblastoma,1.0837981700897217,test,paraquat
abiraterone,Colonic Neoplasms,1.0837914943695068,test,abiraterone
urovision,Urinary Bladder Neoplasms,1.0837846994400024,test,urovision
methyl tert-butyl ether,Melanoma,1.0837630033493042,test,methyl tert-butyl ether
Dacarbazine,Esophageal Neoplasms,1.0837467908859253,test,dacarbazine
Resveratrol,"Thyroid Cancer, Papillary",1.083645582199097,test,resveratrol
Leu-Ser-Lys-Leu peptide,"Carcinoma, Hepatocellular",1.0830833911895752,test,leu-ser-lys-leu peptide
Carisoprodol,"Carcinoma, Hepatocellular",1.0829570293426514,test,carisoprodol
perfluorooctane sulfonic acid,Adenocarcinoma of Lung,1.0827656984329224,test,perfluorooctane sulfonic acid
Primidone,Uterine Cervical Neoplasms,1.0827521085739136,test,primidone
fluphenazine enanthate,"Carcinoma, Hepatocellular",1.0825940370559692,test,fluphenazine enanthate
2-Propanol,Colonic Neoplasms,1.082353591918945,test,2-propanol
Trifluridine,Lung Neoplasms,1.082309603691101,test,trifluridine
triclofos,Stomach Neoplasms,1.0822535753250122,test,triclofos
Sertraline,Uterine Cervical Neoplasms,1.0822488069534302,test,sertraline
N-benzyladriamycin-14-valerate,Lung Neoplasms,1.0820928812026978,test,n-benzyladriamycin-14-valerate
2-phenylphenol,Melanoma,1.0820239782333374,test,2-phenylphenol
voglibose,"Carcinoma, Hepatocellular",1.0817952156066897,test,voglibose
Chlordan,Colonic Neoplasms,1.0816892385482788,test,chlordan
fexofenadine,Urinary Bladder Neoplasms,1.0814615488052368,test,fexofenadine
"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Adenocarcinoma of Lung,1.081394910812378,test,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine"
fumosorinone,Colonic Neoplasms,1.0812586545944214,test,fumosorinone
methanandamide,"Carcinoma, Hepatocellular",1.0811847448349,test,methanandamide
Selenium,"Carcinoma, Lobular",1.0809156894683838,test,selenium
Sodium Bicarbonate,Glioblastoma,1.0809032917022705,test,sodium bicarbonate
Dextrothyroxine,Lung Neoplasms,1.0808757543563845,test,dextrothyroxine
Tetrachlorodibenzodioxin,Paraganglioma,1.0808643102645874,test,tetrachlorodibenzodioxin
lorlatinib,Urinary Bladder Neoplasms,1.0808470249176023,test,lorlatinib
Streptozocin,"Carcinoma, Ovarian Epithelial",1.0806396007537842,test,streptozocin
fenpropathrin,Urinary Bladder Neoplasms,1.080541729927063,test,fenpropathrin
Thioacetamide,Cholangiocarcinoma,1.0805083513259888,train,thioacetamide
urea formaldehyde foam,Lung Neoplasms,1.0804433822631836,test,urea formaldehyde foam
Norepinephrine,Cholangiocarcinoma,1.080358624458313,test,norepinephrine
chlorophyllin,Colonic Neoplasms,1.0803475379943848,train,chlorophyllin
Hirudins,Urinary Bladder Neoplasms,1.0803308486938477,test,hirudins
methylmercaptan,Urinary Bladder Neoplasms,1.08026921749115,test,methylmercaptan
darexaban glucuronide,Lung Neoplasms,1.0801339149475098,test,darexaban glucuronide
pyrazole,Lung Neoplasms,1.0800997018814087,test,pyrazole
Carmustine,"Carcinoma, Ductal, Breast",1.080088496208191,train,carmustine
amentoflavone,Melanoma,1.080007553100586,test,amentoflavone
"Ferric Oxide, Saccharated","Carcinoma, Hepatocellular",1.0800049304962158,test,"ferric oxide, saccharated"
Aminooxyacetic Acid,Lung Neoplasms,1.079944729804993,test,aminooxyacetic acid
Valproic Acid,Adrenocortical Carcinoma,1.0796377658843994,test,valproic acid
cumene,Lung Neoplasms,1.0795177221298218,val,cumene
Vitamin D,Sarcoma,1.0794967412948608,test,vitamin d
"2,3-dioxo-6-nitro-7-sulfamoylbenzo(f)quinoxaline",Lung Neoplasms,1.079456090927124,test,"2,3-dioxo-6-nitro-7-sulfamoylbenzo(f)quinoxaline"
Atracurium,Stomach Neoplasms,1.0794533491134644,test,atracurium
Niridazole,Lung Neoplasms,1.0793952941894531,test,niridazole
Apomorphine,Uterine Cervical Neoplasms,1.0793882608413696,test,apomorphine
Benzene,Thymoma,1.0793612003326416,test,benzene
lead chloride,Urinary Bladder Neoplasms,1.0793228149414062,test,lead chloride
butylphen,Colonic Neoplasms,1.07929527759552,test,butylphen
pimagedine,Urinary Bladder Neoplasms,1.079228401184082,test,pimagedine
Imatinib Mesylate,Paraganglioma,1.0791982412338257,test,imatinib mesylate
"2,4-Dichlorophenoxyacetic Acid",Colonic Neoplasms,1.079133152961731,test,"2,4-dichlorophenoxyacetic acid"
Magnesium Sulfate,Adenocarcinoma of Lung,1.0791079998016355,test,magnesium sulfate
Clofazimine,Melanoma,1.0790162086486816,test,clofazimine
"6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid",Colonic Neoplasms,1.078989863395691,test,"6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid"
Hydrochloric Acid,Sarcoma,1.078814148902893,train,hydrochloric acid
Donepezil,Colonic Neoplasms,1.078812837600708,train,donepezil
Everolimus,Esophageal Neoplasms,1.0788071155548096,test,everolimus
"N-((2'-(((4,5-dimethyl-3-isoxazolyl)amino)sulfonyl)-4-(2-oxazolyl)(1,1'-biphenyl)-2-yl)methyl)-N,3,3-trimethylbutanamide",Colonic Neoplasms,1.0787804126739502,test,"n-((2'-(((4,5-dimethyl-3-isoxazolyl)amino)sulfonyl)-4-(2-oxazolyl)(1,1'-biphenyl)-2-yl)methyl)-n,3,3-trimethylbutanamide"
Moricizine,Lung Neoplasms,1.078771471977234,test,moricizine
kaempferol 3-O-sophoroside,Stomach Neoplasms,1.0787447690963743,test,kaempferol 3-o-sophoroside
Acetazolamide,Cholangiocarcinoma,1.0787125825881958,test,acetazolamide
clorophene,Lung Neoplasms,1.078461527824402,test,clorophene
pitavastatin,Colonic Neoplasms,1.078139066696167,test,pitavastatin
palmidrol,Colonic Neoplasms,1.077961564064026,test,palmidrol
indole-3-carbinol,Lung Neoplasms,1.077959656715393,test,indole-3-carbinol
Glutathione Disulfide,Urinary Bladder Neoplasms,1.0778173208236694,test,glutathione disulfide
carbamylhydrazine,Lung Neoplasms,1.0775617361068726,test,carbamylhydrazine
Fluspirilene,Lung Neoplasms,1.076976656913757,test,fluspirilene
Chlorogenic Acid,Melanoma,1.0768184661865234,val,chlorogenic acid
bis(2-chloro-1-methylethyl) ether,Lung Neoplasms,1.0767103433609009,test,bis(2-chloro-1-methylethyl) ether
tetrahydrofuran,"Carcinoma, Hepatocellular",1.0765933990478516,test,tetrahydrofuran
Ofloxacin,Squamous Cell Carcinoma of Head and Neck,1.0765337944030762,test,ofloxacin
Leu-Ser-Lys-Leu peptide,Colonic Neoplasms,1.0764491558074951,test,leu-ser-lys-leu peptide
Acyclovir,Mesothelioma,1.076424241065979,test,acyclovir
Atrazine,Mesothelioma,1.076420545578003,val,atrazine
imidaprilat,Lung Neoplasms,1.076285481452942,test,imidaprilat
Calcium Sulfate,Colonic Neoplasms,1.0762841701507568,test,calcium sulfate
Haloperidol,Pheochromocytoma,1.0762720108032229,test,haloperidol
Piroxicam,Mesothelioma,1.076265573501587,train,piroxicam
Ondansetron,Esophageal Neoplasms,1.0757575035095217,test,ondansetron
2-hydroxybutyric acid,Colonic Neoplasms,1.075605392456055,test,2-hydroxybutyric acid
Cholecalciferol,Testicular Neoplasms,1.0754870176315308,test,cholecalciferol
Homovanillic Acid,Urinary Bladder Neoplasms,1.075374722480774,test,homovanillic acid
zinc chloride,"Carcinoma, Hepatocellular",1.075154185295105,test,zinc chloride
camostat,"Carcinoma, Hepatocellular",1.0751155614852903,test,camostat
titanium dioxide,"Carcinoma, Lobular",1.07500422000885,test,titanium dioxide
Aphidicolin,Lung Neoplasms,1.07476806640625,test,aphidicolin
Glucose,Uterine Cervical Neoplasms,1.0747419595718384,test,glucose
loxoprofen,Melanoma,1.074692964553833,test,loxoprofen
Valproic Acid,Thymoma,1.0746575593948364,test,valproic acid
Phenylmethylsulfonyl Fluoride,Colonic Neoplasms,1.0745919942855835,test,phenylmethylsulfonyl fluoride
deguelin,"Carcinoma, Hepatocellular",1.074481725692749,train,deguelin
Iloprost,Lung Neoplasms,1.0743987560272217,test,iloprost
acetamiprid,Melanoma,1.074390888214111,test,acetamiprid
"2,2',4,4'-tetrabromodiphenyl ether",Testicular Neoplasms,1.0743826627731323,test,"2,2',4,4'-tetrabromodiphenyl ether"
ginsenoside Rb1,Colonic Neoplasms,1.0743505954742432,test,ginsenoside rb1
glaucocalyxin A,Lung Neoplasms,1.0743404626846311,test,glaucocalyxin a
Methoxyflurane,Squamous Cell Carcinoma of Head and Neck,1.074248194694519,test,methoxyflurane
cyproconazole,Melanoma,1.07423996925354,test,cyproconazole
Trimethaphan,Colonic Neoplasms,1.0742195844650269,test,trimethaphan
asoxime chloride,Stomach Neoplasms,1.0741926431655884,test,asoxime chloride
Phytoestrogens,Melanoma,1.0741924047470093,test,phytoestrogens
Pyridoxine,Sarcoma,1.0739396810531616,test,pyridoxine
azilsartan,"Carcinoma, Hepatocellular",1.0736799240112305,test,azilsartan
Disulfiram,Uterine Cervical Neoplasms,1.0730984210968018,test,disulfiram
Terazosin,Colonic Neoplasms,1.0730030536651611,test,terazosin
Diatomaceous Earth,Lung Neoplasms,1.072832107543945,test,diatomaceous earth
Magnesium,"Carcinoma, Lobular",1.0725257396697998,test,magnesium
quinupristin-dalfopristin,Adenocarcinoma of Lung,1.072373867034912,test,quinupristin-dalfopristin
Fludrocortisone,"Carcinoma, Hepatocellular",1.0723350048065186,test,fludrocortisone
zinc chloride,Melanoma,1.0722318887710571,test,zinc chloride
Olanzapine,"Carcinoma, Ovarian Epithelial",1.072161078453064,test,olanzapine
Simazine,Lung Neoplasms,1.072017788887024,test,simazine
Vitamin B 6,Adenocarcinoma of Lung,1.0719757080078125,test,vitamin b 6
"1-amino-2,4-dibromoanthraquinone",Melanoma,1.071905255317688,test,"1-amino-2,4-dibromoanthraquinone"
Nickel,Squamous Cell Carcinoma of Head and Neck,1.0718660354614258,test,nickel
Diethylstilbestrol,Esophageal Squamous Cell Carcinoma,1.0718344449996948,test,diethylstilbestrol
parthenolide,"Carcinoma, Hepatocellular",1.0715603828430176,test,parthenolide
"1,5-naphthalenediamine",Stomach Neoplasms,1.0714882612228394,test,"1,5-naphthalenediamine"
Aluminum,Adenocarcinoma of Lung,1.0714198350906372,test,aluminum
Fenoprofen,"Carcinoma, Hepatocellular",1.0714095830917358,test,fenoprofen
Mycophenolic Acid,Adenocarcinoma of Lung,1.071386218070984,test,mycophenolic acid
Nandrolone Decanoate,Thymoma,1.0712820291519165,test,nandrolone decanoate
tomatidine,Lung Neoplasms,1.0712765455245972,test,tomatidine
Pemoline,Urinary Bladder Neoplasms,1.0711865425109863,test,pemoline
Propylthiouracil,"Carcinoma, Ovarian Epithelial",1.070886731147766,train,propylthiouracil
proxyphylline,Lung Neoplasms,1.0707809925079346,test,proxyphylline
osteum,"Carcinoma, Hepatocellular",1.0706032514572144,test,osteum
Phorate,Urinary Bladder Neoplasms,1.0705578327178955,test,phorate
Benzene,"Carcinoma, Pancreatic Ductal",1.070538878440857,test,benzene
Ergolines,Lung Neoplasms,1.0704286098480225,test,ergolines
molybdenum disulfide,Stomach Neoplasms,1.070246934890747,test,molybdenum disulfide
Vorinostat,Esophageal Neoplasms,1.0701775550842283,test,vorinostat
aucubin,"Carcinoma, Hepatocellular",1.069932460784912,test,aucubin
Procaine,Glioblastoma,1.0699020624160769,test,procaine
Tranexamic Acid,Glioblastoma,1.0698505640029907,test,tranexamic acid
bis(2-guanidinoethyl)disulfide,Lung Neoplasms,1.0698240995407104,test,bis(2-guanidinoethyl)disulfide
cinitapride,Melanoma,1.0696096420288086,test,cinitapride
N'-(2-chloroethyl)-N-(2-(methylsulfonyl)ethyl)-N'-nitrosourea,"Carcinoma, Hepatocellular",1.0693920850753784,test,n'-(2-chloroethyl)-n-(2-(methylsulfonyl)ethyl)-n'-nitrosourea
Pteridines,Lung Neoplasms,1.069355607032776,test,pteridines
abacavir,"Carcinoma, Hepatocellular",1.0692355632781982,test,abacavir
LY 171883,Lung Neoplasms,1.0688742399215698,test,ly 171883
adefovir dipivoxil,Stomach Neoplasms,1.0688174962997437,test,adefovir dipivoxil
apilimod,Glioblastoma,1.068402647972107,test,apilimod
"1,2,3-trichloropropane",Glioblastoma,1.0683114528656006,test,"1,2,3-trichloropropane"
Glycerylphosphorylcholine,"Carcinoma, Hepatocellular",1.0681065320968628,test,glycerylphosphorylcholine
Dinitrobenzenes,Colonic Neoplasms,1.0680973529815674,test,dinitrobenzenes
Caffeine,Cholangiocarcinoma,1.0679090023040771,test,caffeine
dichloralantipyrine,Stomach Neoplasms,1.0678189992904663,test,dichloralantipyrine
"indapamide, perindopril drug combination",Lung Neoplasms,1.0676889419555664,test,"indapamide, perindopril drug combination"
Potassium,Mesothelioma,1.0675327777862549,test,potassium
SR 27897,Lung Neoplasms,1.067355990409851,test,sr 27897
Vitamin E,"Carcinoma, Ovarian Epithelial",1.0672677755355835,test,vitamin e
alpha-Tocopherol,Mesothelioma,1.0671988725662231,test,alpha-tocopherol
"Asbestos, Crocidolite",Urinary Bladder Neoplasms,1.0671764612197876,test,"asbestos, crocidolite"
decabromobiphenyl ether,Stomach Neoplasms,1.0671720504760742,test,decabromobiphenyl ether
Heroin,Mesothelioma,1.0671454668045044,test,heroin
iodixanol,Urinary Bladder Neoplasms,1.067119002342224,test,iodixanol
14-dehydroxy-3-glucodigitoxigenin,Lung Neoplasms,1.066885232925415,test,14-dehydroxy-3-glucodigitoxigenin
Nitric Oxide,Cholangiocarcinoma,1.066735863685608,test,nitric oxide
clotiazepam,Colonic Neoplasms,1.0666453838348389,test,clotiazepam
Amlodipine,Sarcoma,1.0665735006332395,test,amlodipine
Creatinine,Colonic Neoplasms,1.0664379596710205,test,creatinine
7-ketocholesterol,Lung Neoplasms,1.06639301776886,test,7-ketocholesterol
Enflurane,Esophageal Neoplasms,1.0663859844207764,test,enflurane
"Buprenorphine, Naloxone Drug Combination",Stomach Neoplasms,1.0663082599639893,test,"buprenorphine, naloxone drug combination"
"1,4-phenylenebis(methylene)selenocyanate",Lung Neoplasms,1.066069722175598,test,"1,4-phenylenebis(methylene)selenocyanate"
Acetone,Melanoma,1.065947651863098,test,acetone
irofulven,"Carcinoma, Hepatocellular",1.0658438205718994,test,irofulven
Cefepime,"Carcinoma, Hepatocellular",1.0657869577407837,test,cefepime
mesaconitine,Colonic Neoplasms,1.0657862424850464,test,mesaconitine
CPS 11,Colonic Neoplasms,1.0657052993774414,test,cps 11
temsirolimus,Glioblastoma,1.0655508041381836,train,temsirolimus
Cocaine,Adrenocortical Carcinoma,1.0653194189071655,test,cocaine
carbonyl sulfide,Colonic Neoplasms,1.064888834953308,test,carbonyl sulfide
Aluminum,"Carcinoma, Ovarian Epithelial",1.0648198127746582,test,aluminum
Modafinil,Glioblastoma,1.0645374059677124,test,modafinil
Cortisone,Colonic Neoplasms,1.064390778541565,test,cortisone
Potassium Dichromate,Colonic Neoplasms,1.0642765760421753,test,potassium dichromate
Acyclovir,Testicular Neoplasms,1.0639631748199463,test,acyclovir
"1,2-epoxybutane",Lung Neoplasms,1.0639545917510986,train,"1,2-epoxybutane"
vinclozolin,Adenocarcinoma of Lung,1.0639201402664185,test,vinclozolin
olsalazine,Melanoma,1.0638686418533323,test,olsalazine
N-(1-methyl-5-indolyl)-N'-(3-methyl-5-isothiazolyl)urea,Lung Neoplasms,1.0638506412506104,test,n-(1-methyl-5-indolyl)-n'-(3-methyl-5-isothiazolyl)urea
Clodronic Acid,Glioblastoma,1.0638145208358765,test,clodronic acid
Ethosuximide,"Carcinoma, Hepatocellular",1.063658595085144,test,ethosuximide
Praziquantel,Testicular Neoplasms,1.0633925199508667,test,praziquantel
